ID	Location	Latitude	Longitude	Species	Captive	newgroup	colour	unrelated	refpanel	dups	hybrids	related	grouping	newgroup2
MW574	Mongolia	47.89048	106.95719	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
MW575	Mongolia	47.89048	106.95719	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
MW576	Mongolia	47.89048	106.95719	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
MW577	Mongolia	47.89048	106.95719	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
MW578	Mongolia	47.89048	106.95719	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
MW588	Mongolia	48.73024	98.23747	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
MW601	Mongolia	43.19782	107.19761	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
MW607	Mongolia	47.17159	110.81555	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
MW608	Mongolia	47.17159	110.81555	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
MW610	Mongolia	47.17159	110.81555	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
MW886	Ukraine	50.5301	30.4224	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
Wang_GW1	Russia	50.843683	84.6522059	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
Wang_GW2	Russia	65.6873915	156.795897	Canis lupus	wild	EASIA	#DB3A34	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EASIA
MW1011	Finland	62.6734482	30.9116358	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
MW1015	Finland	62.2118357	30.3615205	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
MW1021	Finland	62.77375	30.98756	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
MW1024	Finland	64.25504	30.36527	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
MW1036	Finland	65.97496	25.75565	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
MW1050_merge	Finland	64.92817738	29.53240028	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
MW1200	Finland	64.19581738	27.74480137	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
MW315	Finland	61.4495643	29.4624741	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
MW316	Finland	62.1754058	28.8588172	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
MW318	Finland	61.783573	28.1717304	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
MW352_merge	Finland	60.54665837	22.59066193	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
MW402	Finland	62.66788	30.93949	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
MW409	Finland	61.55018	29.5024	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
MW412	Finland	61.74291	26.11372	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
MW413_merge	Finland	61.28629	28.82751	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
MW414	Finland	62.66788	30.93949	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
MW737A	Finland	66.05745121	29.80523093	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
MW748A	Finland	64.67183	29.07741	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
MW755A	Finland	63.9863282	25.7203108	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
MW761A	Finland	63.97505089	27.24177132	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
MW769A	Finland	62.9798322	28.6776393	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
MW774A	Finland	63.360105	28.0620065	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
MW782A	Finland	63.65746	28.1430702	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
MW983	Finland	68.7514441	28.4500799	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
MW984_merge	Finland	65.69897641	27.64602004	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
MW991	Finland	62.2118357	30.3615205	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
V119	Russia	62.92906	34.482034	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
W15	Finland	64.69704	26.398	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
W22	Finland	65.04528	27.36766	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
W23	Finland	61.25126	26.90788	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
W25	Finland	63.00205	30.56424	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
W26	Finland	64.873	28.28797	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
W3	Finland	63.81928	26.66727	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
W36	Finland	68.43074	28.3123	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
W47	Finland	64.21888	30.2657	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
W48	Finland	64.07259	27.55402	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
W49	Finland	62.0982	30.50865	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
W5	Finland	63.89053	26.32077	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
W50	Finland	63.7542	29.21604	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
W54	Finland	64.49573	29.02563	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
W58	Finland	64.23515	30.47497	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
W61	Finland	63.8847	28.39758	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
W65	Finland	64.21297	30.16033	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
W67	Finland	63.78787	28.08007	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
W68	Finland	64.25681	24.4926	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
W69	Finland	64.388	25.56817	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
W74	Finland	64.36372	28.53426	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
W8	Finland	67.65864	29.62979	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
W87	Finland	63.93188	29.98621	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
W93	Finland	68.47324	25.81392	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
W98	Finland	68.04907	28.48055	Canis lupus	wild	EFIN	#6DA34D	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	EFIN
MW071	Germany	48.661604	9.350134	Canis lupus	wild	ITA	#FFA8A9	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	ITA
MW097	Germany	52.636704	9.845077	Canis lupus	wild	ITA	#FFA8A9	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	ITA
MW298	Italy	41.98833	13.06826	Canis lupus	wild	ITA	#FFA8A9	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	ITA
MW301	Italy	41.92571	13.23055	Canis lupus	wild	ITA	#FFA8A9	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	ITA
MW302	Italy	42.01882	13.10791	Canis lupus	wild	ITA	#FFA8A9	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	ITA
MW303	Italy	41.98833	13.06826	Canis lupus	wild	ITA	#FFA8A9	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	ITA
MW304	Italy	41.87194	12.56737	Canis lupus	wild	ITA	#FFA8A9	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	ITA
MW305	Italy	41.98833	13.06826	Canis lupus	wild	ITA	#FFA8A9	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	ITA
MW306	Italy	41.98048	13.03602	Canis lupus	wild	ITA	#FFA8A9	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	ITA
MW307	Italy	41.92465	13.09366	Canis lupus	wild	ITA	#FFA8A9	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	ITA
MW308	Italy	42.14003	12.10473	Canis lupus	wild	ITA	#FFA8A9	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	ITA
MW309	Italy	42.1	12.86666	Canis lupus	wild	ITA	#FFA8A9	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	ITA
MW310	Italy	41.8088	13.79008	Canis lupus	wild	ITA	#FFA8A9	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	ITA
W1023	Italy	44.3667	9.75	Canis lupus	wild	ITA	#FFA8A9	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	ITA
W1456	Italy	42.5	13.4167	Canis lupus	wild	ITA	#FFA8A9	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	ITA
W893	Italy	44.3667	9.75	Canis lupus	wild	ITA	#FFA8A9	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	ITA
AW440_merge	Sweden	67.785978	21.640018	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
D-05-18	Norway	69.6304287	29.6547394	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
D-77-01	Sweden	67.3349132	20.1703108	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW1002	Finland	62.6734482	30.9116358	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW1003	Finland	62.6734482	30.9116358	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW1004	Finland	62.2118357	30.3615205	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW1014	Finland	62.6734482	30.9116358	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW1016	Finland	66.87593	28.95791	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW1017	Finland	66.76782	28.99474	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW1019	Finland	66.59099	29.13842	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW1025	Finland	66.6896	28.78461	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW1029	Finland	66.84249	28.91923	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW1035	Finland	68.40985	28.23673	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW1037	Finland	69.0947	27.92322	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW1042	Finland	65.47214	29.72865	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW1047	Finland	64.5861	29.3431518	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW1052_merged	Finland	68.36915602	28.01936945	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW1053	Finland	68.1238972	28.807709	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW1105	Belarus	55.33	30.67	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW351	Finland	61.6036759	29.7321313	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW404	Finland	66.83265	28.67011	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW442	Finland	64.99809	25.69908	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW453	Finland	62.66788	30.93949	Canis lupus	wild	WFIN	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW456	Finland	61.92411	25.74815	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW457	Finland	62.66788	30.93949	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW464	Russia	63.15587	32.99055	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW466	Russia	63.15587	32.99055	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW469	Russia	64.7	43.39103	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW472	Russia	62.91318	34.46192	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW476	Russia	63.15587	32.99055	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW482	Russia	60.97868	32.97086	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW483	Russia	61.80423	36.52604	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW484	Russia	61.80423	36.52604	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW485	Russia	63.15587	32.99055	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW490	Russia	63.91905	38.08377	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW495	Russia	63.91905	38.08377	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW499	Russia	61.52401	40	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW504	Russia	61.52401	40	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW552	Russia	61.419537	35.262143	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW553	Russia	61.419537	35.262143	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW554	Russia	61.419537	35.262143	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW555	Russia	62.45033	33.238877	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW732A	Estonia	58.9574	24.22799	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW734A	Finland	65.10894048	29.63221293	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW744A	Finland	64.67183	29.07741	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW746A	Finland	64.65937	28.32856	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW756A	Finland	63.4873693	29.4326467	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW759A	Finland	63.58929683	29.53955399	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW981	Finland	64.5970192	29.3901424	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW986	Finland	68.1120395	25.899859	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW988	Finland	63.1265554	30.0604154	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW989	Finland	62.2999571	27.1612423	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW990	Finland	66.8309713	28.6699331	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW992	Finland	62.6734482	30.9116358	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW993	Finland	62.6734482	30.9116358	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW996	Finland	67.4701512	29.6006718	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW997	Finland	65.5202578	29.7808303	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW999	Finland	62.2118357	30.3615205	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
V113	Russia	62.3659	34.215968	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
V114	Russia	61.843127	36.495927	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
V115	Russia	61.810496	36.219553	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
V116	Russia	61.662461	37.212984	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
V117	Russia	62.153229	36.696085	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
V120	Russia	64.260856	32.024328	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
V126	Russia	64.260856	32.024328	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
V132	Russia	61.419537	35.262143	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
V134	Russia	62.487814	33.71803	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
V136	Russia	62.295949	34.405013	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
V142	Russia	62.253721	34.37686	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
V143	Russia	62.57127	33.978121	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
W10	Finland	67.53171	29.61319	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
W100	Finland	64.2512	28.24039	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
W101	Finland	68.40573	27.9387	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
W11	Finland	68.1496	28.74481	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
W14	Finland	63.6614	29.80055	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
W43	Finland	63.9461	29.26945	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
W63	Finland	64.19328	28.69488	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
W75	Finland	67.97393	27.57423	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
W77	Finland	67.66502	28.50351	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
W79	Finland	68.05804	29.20357	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
W80	Finland	67.7943	29.50003	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
W81	Finland	67.65116	27.95489	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
W82	Finland	67.31318	29.3362	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
W88	Finland	67.75952	29.48339	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
W90	Finland	65.63229	29.68094	Canis lupus	wild	KAR	#643B80	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	KAR
MW043	Lithuania	55.029921	25.206769	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW1107	Belarus	55.67	29	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW1110	Belarus	51.65	27.5	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW1141	Latvia	57.25	26.5	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW1142	Latvia	56.53	26.97	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW1150	Latvia	57.27	27.12	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW716A	Latvia	56.79746	27.7513	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW717A	Latvia	57.4337	26.59737	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW720A	Latvia	56.63119	24.75658	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW721A	Lithuania	55.0431	24.95698	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW725A	Estonia	59.19153	26.20508	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW726A	Estonia	59.31418	26.37123	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW727A	Estonia	58.21048	27.25667	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW728A	Estonia	59.12216	25.02187	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW729A	Estonia	58.68466	26.58329	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW730A	Estonia	58.5792	25.18318	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW731A	Estonia	58.6001	27.13331	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW789	Latvia	57.86075	24.97655	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW792	Latvia	56.58834	26.68068	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW793	Latvia	56.66865	26.56162	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW794	Latvia	56.86696	25.87458	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW797	Latvia	56.71255	26.4029	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW803	Latvia	57.76941	24.53916	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
MW805	Latvia	57.58732	25.06566	Canis lupus	wild	NBAL	#26532B	unrelated	#N/A	#N/A	#N/A	#N/A	unrelated	NBAL
